SourceFile,ExifToolVersion,FileName,Directory,FileSize,FileModifyDate,FileAccessDate,FileCreateDate,FilePermissions,FileType,FileTypeExtension,MIMEType,ExifByteOrder,Make,Model,Orientation,XResolution,YResolution,ResolutionUnit,Software,ModifyDate,Artist,YCbCrPositioning,ExposureTime,FNumber,ExposureProgram,ISO,ExifVersion,DateTimeOriginal,CreateDate,ComponentsConfiguration,ShutterSpeedValue,ApertureValue,Flash,FocalLength,MacroMode,SelfTimer,Quality,CanonFlashMode,ContinuousDrive,FocusMode,CanonImageSize,EasyMode,DigitalZoom,Contrast,Saturation,MeteringMode,FocusRange,CanonExposureMode,LensType,MaxFocalLength,MinFocalLength,FocalUnits,MaxAperture,MinAperture,FlashActivity,FlashBits,ZoomSourceWidth,ZoomTargetWidth,ManualFlashOutput,ColorTone,FocalType,FocalPlaneXSize,FocalPlaneYSize,AutoISO,BaseISO,MeasuredEV,TargetAperture,TargetExposureTime,ExposureCompensation,WhiteBalance,SlowShutter,SequenceNumber,OpticalZoomCode,FlashGuideNumber,FlashExposureComp,AutoExposureBracketing,AEBBracketValue,ControlMode,MeasuredEV2,BulbDuration,CameraType,NDFilter,CanonImageType,CanonFirmwareVersion,OwnerName,SerialNumber,FocusingScreen,SetFunctionWhenShooting,LongExposureNoiseReduction,FlashSyncSpeedAv,Shutter-AELock,AFAssistBeam,ExposureLevelIncrements,FlashFiring,ISOExpansion,AEBSequenceAutoCancel,SuperimposedDisplay,MenuButtonDisplayPosition,MirrorLockup,AFPointSelectionMethod,ETTLII,ShutterCurtainSync,SafetyShiftInAvOrTv,AFPointActivationArea,LCDDisplayReturnToShoot,LensAFStopButton,AddOriginalDecisionData,CanonModelID,SerialNumberFormat,AFAreaMode,NumAFPoints,ValidAFPoints,CanonImageWidth,CanonImageHeight,AFImageWidth,AFImageHeight,AFAreaWidths,AFAreaHeights,AFAreaXPositions,AFAreaYPositions,AFPointsInFocus,AFPointsSelected,BracketMode,BracketValue,BracketShotNumber,RawJpgSize,LongExposureNoiseReduction2,WBBracketMode,WBBracketValueAB,WBBracketValueGM,LensModel,InternalSerialNumber,ToneCurve,Sharpness,SharpnessFrequency,SensorRedLevel,SensorBlueLevel,WhiteBalanceRed,WhiteBalanceBlue,ColorTemperature,PictureStyle,DigitalGain,WBShiftAB,WBShiftGM,MeasuredRGGB,SensorWidth,SensorHeight,SensorLeftBorder,SensorTopBorder,SensorRightBorder,SensorBottomBorder,BlackMaskLeftBorder,BlackMaskTopBorder,BlackMaskRightBorder,BlackMaskBottomBorder,ColorDataVersion,WB_RGGBLevelsAsShot,ColorTempAsShot,WB_RGGBLevelsAuto,ColorTempAuto,WB_RGGBLevelsMeasured,ColorTempMeasured,WB_RGGBLevelsDaylight,ColorTempDaylight,WB_RGGBLevelsShade,ColorTempShade,WB_RGGBLevelsCloudy,ColorTempCloudy,WB_RGGBLevelsTungsten,ColorTempTungsten,WB_RGGBLevelsFluorescent,ColorTempFluorescent,WB_RGGBLevelsKelvin,ColorTempKelvin,WB_RGGBLevelsFlash,ColorTempFlash,WB_RGGBLevelsPC1,ColorTempPC1,WB_RGGBLevelsPC2,ColorTempPC2,WB_RGGBLevelsPC3,ColorTempPC3,WB_RGGBLevelsCustom,ColorTempCustom,PerChannelBlackLevel,FlashOutput,FlashBatteryLevel,MeasuredRGGBData,UserComment,FlashpixVersion,ColorSpace,ExifImageWidth,ExifImageHeight,InteropIndex,InteropVersion,RelatedImageWidth,RelatedImageHeight,FocalPlaneXResolution,FocalPlaneYResolution,FocalPlaneResolutionUnit,CustomRendered,ExposureMode,SceneCaptureType,Compression,ThumbnailOffset,ThumbnailLength,ProfileCMMType,ProfileVersion,ProfileClass,ColorSpaceData,ProfileConnectionSpace,ProfileDateTime,ProfileFileSignature,PrimaryPlatform,CMMFlags,DeviceManufacturer,DeviceModel,DeviceAttributes,RenderingIntent,ConnectionSpaceIlluminant,ProfileCreator,ProfileID,RedTRC,GreenTRC,BlueTRC,RedMatrixColumn,GreenMatrixColumn,BlueMatrixColumn,ChromaticAdaptation,ProfileCopyright,DeviceMfgDesc,DeviceModelDesc,MediaWhitePoint,Technology,ProfileDescription,ImageWidth,ImageHeight,EncodingProcess,BitsPerSample,ColorComponents,YCbCrSubSampling,Aperture,DriveMode,ImageSize,Lens,LensID,Megapixels,ScaleFactor35efl,ShootingMode,ShutterSpeed,ThumbnailImage,WB_RGGBLevels,BlueBalance,CircleOfConfusion,FOV,FocalLength35efl,HyperfocalDistance,Lens35efl,LightValue,RedBalance
h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######/2015-09-17_(Thu)_03.40.56__f4.0...T1_2500..93mm1000.jpg,10.02,2015-09-17_(Thu)_03.40.56__f4.0...T1_2500..93mm1000.jpg,h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######,8.4 MB,2015:10:18 07:07:43+01:00,2015:10:18 07:07:43+01:00,2015:10:18 07:07:43+01:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",Canon,Canon EOS 5D,Horizontal (normal),300,300,inches,Digital Photo Professional,2015:09:17 03:40:56,,Centered,1/2500,4.0,Aperture-priority AE,1000,0221,2015:09:17 03:40:56,2015:09:17 03:40:56,"Y, Cb, Cr, -",1/2656,4.0,"Off, Did not fire",93.0 mm,Normal,Off,Fine,Off,Single,One-shot AF,Large,Manual,None,-2,+2,Partial,Not Known,Aperture-priority AE,Canon EF 24-105mm f/4L IS,105 mm,24 mm,1/mm,4,23,0,(none),0,0,n/a,Normal,Zoom,37.62 mm,24.84 mm,100,1037,9.88,4,1/2580,-2,Auto,None,0,n/a,0,0,Off,0,Camera Local Control,9.875,0,EOS High-end,n/a,Canon EOS 5D,Firmware Version 1.1.1,,3221300909,Ee-A,Change Parameters,Auto,Auto,AF/AE lock,Emits,1/3 Stop,Fires,On,"0,-,+/Enabled",On,Previous (top if power off),Disable,Normal,Evaluative,1st-curtain sync,Disable,Standard,With Shutter Button only,AF start,On,EOS 5D,Format 2,Off (Manual Focus),15,15,4368,2912,4368,2912,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,-1043 -499 0 499 1043 499 0 -499 0 -199 0 199 199 0 -199,0 249 445 249 0 -249 -445 -249 0 249 249 249 -249 -249 -249,8,(none),Off,0,0,Large,Auto,Off,0,0,EF24-105mm f/4L IS USM,½ï¿½ï¿½ï¿½,Standard,5,n/a,0,0,0,0,3000,User Def. 2,0,0,0,671 1024 1024 226,4476,2954,100,39,4467,2950,0,0,0,0,1 (1DmkIIN/5D/30D/400D),1935 1024 1024 1577,4850,1935 1024 1024 1577,4850,1773 1026 1021 1461,4850,2068 1024 1024 1526,5200,2346 1024 1024 1262,7000,2212 1024 1024 1382,6000,1573 1105 1105 2626,3200,1840 1024 1024 2212,3784,1520 1134 1134 2903,3000,2265 1024 1024 1317,6474,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,3350 1024 1024 760,10900,128 128 128 128,0%,n/a,8762 14296 12797 2974,,0100,sRGB,4368,2912,R98 - DCF basic file (sRGB),0100,4368,2912,3086.925795,3091.295117,inches,Normal,Auto,Standard,JPEG (old-style),3528,2527,UCCM,2.4.0,Display Device Profile,"RGB ","XYZ ",2003:04:04 00:00:00,acsp,Microsoft Corporation,"Not Embedded, Independent",CANO,Z009,"Reflective, Glossy, Positive, Color",Perceptual,0.9642 1 0.82491,CANO,0,"(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)",0.43604 0.22244 0.0139,0.3851 0.71695 0.09708,0.14307 0.06062 0.71393,1.04784 0.02289 -0.05019 0.02954 0.99051 -0.01706 -0.00923 0.01508 0.75172,"Copyright (c) 2003, Canon Inc.  All rights reserved.",Canon Inc.,sRGB v1.31 (Canon),0.9642 1 0.82491,Cathode Ray Tube Display,sRGB v1.31 (Canon),4368,2912,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),4.0,Single-frame Shooting,4368x2912,24.0 - 105.0 mm,Canon EF 24-105mm f/4L IS,12.7,1.0,Aperture-priority AE,1/2500,"(Binary data 2527 bytes, use -b option to extract)",1935 1024 1024 1577,1.540039,0.030 mm,21.9 deg,93.0 mm (35 mm equivalent: 93.2 mm),72.11 m,24.0 - 105.0 mm (35 mm equivalent: 24.0 - 105.2 mm),12.0,1.889648
h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######/2015-09-17_(Thu)_03.55.31__f4.0...T1_2500..73mm1000.jpg,10.02,2015-09-17_(Thu)_03.55.31__f4.0...T1_2500..73mm1000.jpg,h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######,8.7 MB,2015:10:18 07:07:46+01:00,2015:10:18 07:07:46+01:00,2015:10:18 07:07:46+01:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",Canon,Canon EOS 5D,Horizontal (normal),300,300,inches,Digital Photo Professional,2015:09:17 03:55:31,,Centered,1/2500,4.0,Aperture-priority AE,1000,0221,2015:09:17 03:55:31,2015:09:17 03:55:31,"Y, Cb, Cr, -",1/2656,4.0,"Off, Did not fire",73.0 mm,Normal,Off,Fine,Off,Single,One-shot AF,Large,Manual,None,-2,+2,Partial,Not Known,Aperture-priority AE,Canon EF 24-105mm f/4L IS,105 mm,24 mm,1/mm,4,23,0,(none),0,0,n/a,Normal,Zoom,37.62 mm,24.84 mm,100,1037,9.88,4,1/2580,-2,Auto,None,0,n/a,0,0,Off,0,Camera Local Control,9.625,0,EOS High-end,n/a,Canon EOS 5D,Firmware Version 1.1.1,,3221300909,Ee-A,Change Parameters,Auto,Auto,AF/AE lock,Emits,1/3 Stop,Fires,On,"0,-,+/Enabled",On,Previous (top if power off),Disable,Normal,Evaluative,1st-curtain sync,Disable,Standard,With Shutter Button only,AF start,On,EOS 5D,Format 2,Off (Manual Focus),15,15,4368,2912,4368,2912,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,-1043 -499 0 499 1043 499 0 -499 0 -199 0 199 199 0 -199,0 249 445 249 0 -249 -445 -249 0 249 249 249 -249 -249 -249,8,(none),Off,0,0,Large,Auto,Off,0,0,EF24-105mm f/4L IS USM,½ï¿½ï¿½ï¿½,Standard,5,n/a,0,0,0,0,3000,User Def. 2,0,0,0,511 1024 1024 354,4476,2954,100,39,4467,2950,0,0,0,0,1 (1DmkIIN/5D/30D/400D),1811 1024 1024 1708,4380,1811 1024 1024 1708,4380,1782 1028 1019 1681,4380,2068 1024 1024 1526,5200,2346 1024 1024 1262,7000,2212 1024 1024 1382,6000,1573 1105 1105 2626,3200,1840 1024 1024 2212,3784,1520 1134 1134 2903,3000,2265 1024 1024 1317,6474,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,3350 1024 1024 760,10900,128 128 128 128,0%,n/a,6148 12272 12824 4259,,0100,sRGB,4368,2912,R98 - DCF basic file (sRGB),0100,4368,2912,3086.925795,3091.295117,inches,Normal,Auto,Standard,JPEG (old-style),3528,2880,UCCM,2.4.0,Display Device Profile,"RGB ","XYZ ",2003:04:04 00:00:00,acsp,Microsoft Corporation,"Not Embedded, Independent",CANO,Z009,"Reflective, Glossy, Positive, Color",Perceptual,0.9642 1 0.82491,CANO,0,"(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)",0.43604 0.22244 0.0139,0.3851 0.71695 0.09708,0.14307 0.06062 0.71393,1.04784 0.02289 -0.05019 0.02954 0.99051 -0.01706 -0.00923 0.01508 0.75172,"Copyright (c) 2003, Canon Inc.  All rights reserved.",Canon Inc.,sRGB v1.31 (Canon),0.9642 1 0.82491,Cathode Ray Tube Display,sRGB v1.31 (Canon),4368,2912,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),4.0,Single-frame Shooting,4368x2912,24.0 - 105.0 mm,Canon EF 24-105mm f/4L IS,12.7,1.0,Aperture-priority AE,1/2500,"(Binary data 2880 bytes, use -b option to extract)",1811 1024 1024 1708,1.667969,0.030 mm,27.6 deg,73.0 mm (35 mm equivalent: 73.2 mm),44.43 m,24.0 - 105.0 mm (35 mm equivalent: 24.0 - 105.2 mm),12.0,1.768555
h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######/2015-09-17_(Thu)_03.59.06__f4.0...T1_2000..82mm1000.jpg,10.02,2015-09-17_(Thu)_03.59.06__f4.0...T1_2000..82mm1000.jpg,h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######,9.3 MB,2015:10:18 07:07:49+01:00,2015:10:18 07:07:49+01:00,2015:10:18 07:07:49+01:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",Canon,Canon EOS 5D,Horizontal (normal),300,300,inches,Digital Photo Professional,2015:09:17 03:59:06,,Centered,1/2000,4.0,Aperture-priority AE,1000,0221,2015:09:17 03:59:06,2015:09:17 03:59:06,"Y, Cb, Cr, -",1/2048,4.0,"Off, Did not fire",82.0 mm,Normal,Off,Fine,Off,Single,One-shot AF,Large,Manual,None,-2,+2,Partial,Not Known,Aperture-priority AE,Canon EF 24-105mm f/4L IS,105 mm,24 mm,1/mm,4,23,0,(none),0,0,n/a,Normal,Zoom,37.62 mm,24.84 mm,100,1037,9.75,4,1/2048,-2,Auto,None,0,n/a,0,0,Off,0,Camera Local Control,9.375,0,EOS High-end,n/a,Canon EOS 5D,Firmware Version 1.1.1,,3221300909,Ee-A,Change Parameters,Auto,Auto,AF/AE lock,Emits,1/3 Stop,Fires,On,"0,-,+/Enabled",On,Previous (top if power off),Disable,Normal,Evaluative,1st-curtain sync,Disable,Standard,With Shutter Button only,AF start,On,EOS 5D,Format 2,Off (Manual Focus),15,15,4368,2912,4368,2912,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,-1043 -499 0 499 1043 499 0 -499 0 -199 0 199 199 0 -199,0 249 445 249 0 -249 -445 -249 0 249 249 249 -249 -249 -249,8,(none),Off,0,0,Large,Auto,Off,0,0,EF24-105mm f/4L IS USM,½ï¿½ï¿½ï¿½,Standard,5,n/a,0,0,0,0,3000,User Def. 2,0,0,0,991 1024 1024 331,4476,2954,100,39,4467,2950,0,0,0,0,1 (1DmkIIN/5D/30D/400D),1886 1024 1024 1623,4667,1886 1024 1024 1623,4667,1759 1030 1016 1523,4667,2068 1024 1024 1526,5200,2346 1024 1024 1262,7000,2212 1024 1024 1382,6000,1573 1105 1105 2626,3200,1840 1024 1024 2212,3784,1520 1134 1134 2903,3000,2265 1024 1024 1317,6474,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,3350 1024 1024 760,10900,128 128 128 128,0%,n/a,23350 28913 18518 7428,,0100,sRGB,4368,2912,R98 - DCF basic file (sRGB),0100,4368,2912,3086.925795,3091.295117,inches,Normal,Auto,Standard,JPEG (old-style),3528,3280,UCCM,2.4.0,Display Device Profile,"RGB ","XYZ ",2003:04:04 00:00:00,acsp,Microsoft Corporation,"Not Embedded, Independent",CANO,Z009,"Reflective, Glossy, Positive, Color",Perceptual,0.9642 1 0.82491,CANO,0,"(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)",0.43604 0.22244 0.0139,0.3851 0.71695 0.09708,0.14307 0.06062 0.71393,1.04784 0.02289 -0.05019 0.02954 0.99051 -0.01706 -0.00923 0.01508 0.75172,"Copyright (c) 2003, Canon Inc.  All rights reserved.",Canon Inc.,sRGB v1.31 (Canon),0.9642 1 0.82491,Cathode Ray Tube Display,sRGB v1.31 (Canon),4368,2912,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),4.0,Single-frame Shooting,4368x2912,24.0 - 105.0 mm,Canon EF 24-105mm f/4L IS,12.7,1.0,Aperture-priority AE,1/2000,"(Binary data 3280 bytes, use -b option to extract)",1886 1024 1024 1623,1.584961,0.030 mm,24.7 deg,82.0 mm (35 mm equivalent: 82.2 mm),56.06 m,24.0 - 105.0 mm (35 mm equivalent: 24.0 - 105.2 mm),11.6,1.841797
h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######/2015-09-17_(Thu)_04.01.08__f4.0...T1_2000..73mm1000.jpg,10.02,2015-09-17_(Thu)_04.01.08__f4.0...T1_2000..73mm1000.jpg,h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######,9.0 MB,2015:10:18 07:07:52+01:00,2015:10:18 07:07:52+01:00,2015:10:18 07:07:52+01:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",Canon,Canon EOS 5D,Horizontal (normal),300,300,inches,Digital Photo Professional,2015:09:17 04:01:08,,Centered,1/2000,4.0,Aperture-priority AE,1000,0221,2015:09:17 04:01:08,2015:09:17 04:01:08,"Y, Cb, Cr, -",1/2048,4.0,"Off, Did not fire",73.0 mm,Normal,Off,Fine,Off,Single,One-shot AF,Large,Manual,None,-2,+2,Partial,Not Known,Aperture-priority AE,Canon EF 24-105mm f/4L IS,105 mm,24 mm,1/mm,4,23,0,(none),0,0,n/a,Normal,Zoom,37.62 mm,24.84 mm,100,1037,9.75,4,1/2048,-2,Auto,None,0,n/a,0,0,Off,0,Camera Local Control,9.375,0,EOS High-end,n/a,Canon EOS 5D,Firmware Version 1.1.1,,3221300909,Ee-A,Change Parameters,Auto,Auto,AF/AE lock,Emits,1/3 Stop,Fires,On,"0,-,+/Enabled",On,Previous (top if power off),Disable,Normal,Evaluative,1st-curtain sync,Disable,Standard,With Shutter Button only,AF start,On,EOS 5D,Format 2,Off (Manual Focus),15,15,4368,2912,4368,2912,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,-1043 -499 0 499 1043 499 0 -499 0 -199 0 199 199 0 -199,0 249 445 249 0 -249 -445 -249 0 249 249 249 -249 -249 -249,8,(none),Off,0,0,Large,Auto,Off,0,0,EF24-105mm f/4L IS USM,½ï¿½ï¿½ï¿½,Standard,5,n/a,0,0,0,0,3000,User Def. 2,0,0,0,571 1024 1024 738,4476,2954,100,39,4467,2950,0,0,0,0,1 (1DmkIIN/5D/30D/400D),2016 1024 1024 1507,5162,2016 1024 1024 1507,5162,1869 1027 1019 1414,5162,2068 1024 1024 1526,5200,2346 1024 1024 1262,7000,2212 1024 1024 1382,6000,1573 1105 1105 2626,3200,1840 1024 1024 2212,3784,1520 1134 1134 2903,3000,2265 1024 1024 1317,6474,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,3350 1024 1024 760,10900,128 128 128 128,0%,n/a,15318 27583 25489 18339,,0100,sRGB,4368,2912,R98 - DCF basic file (sRGB),0100,4368,2912,3086.925795,3091.295117,inches,Normal,Auto,Standard,JPEG (old-style),3528,3277,UCCM,2.4.0,Display Device Profile,"RGB ","XYZ ",2003:04:04 00:00:00,acsp,Microsoft Corporation,"Not Embedded, Independent",CANO,Z009,"Reflective, Glossy, Positive, Color",Perceptual,0.9642 1 0.82491,CANO,0,"(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)",0.43604 0.22244 0.0139,0.3851 0.71695 0.09708,0.14307 0.06062 0.71393,1.04784 0.02289 -0.05019 0.02954 0.99051 -0.01706 -0.00923 0.01508 0.75172,"Copyright (c) 2003, Canon Inc.  All rights reserved.",Canon Inc.,sRGB v1.31 (Canon),0.9642 1 0.82491,Cathode Ray Tube Display,sRGB v1.31 (Canon),4368,2912,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),4.0,Single-frame Shooting,4368x2912,24.0 - 105.0 mm,Canon EF 24-105mm f/4L IS,12.7,1.0,Aperture-priority AE,1/2000,"(Binary data 3277 bytes, use -b option to extract)",2016 1024 1024 1507,1.47168,0.030 mm,27.6 deg,73.0 mm (35 mm equivalent: 73.2 mm),44.43 m,24.0 - 105.0 mm (35 mm equivalent: 24.0 - 105.2 mm),11.6,1.96875
h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######/2015-09-17_(Thu)_04.05.51__f4.0...T1_2500..105mm1000.jpg,10.02,2015-09-17_(Thu)_04.05.51__f4.0...T1_2500..105mm1000.jpg,h://__ Photos//____Photos to be sorted//2. JPG (przed usunieciem .0mm)//2015-09-16_(Wed) - 1. ######,9.7 MB,2015:10:18 07:07:55+01:00,2015:10:18 07:07:55+01:00,2015:10:18 07:07:55+01:00,rw-rw-rw-,JPEG,jpg,image/jpeg,"Little-endian (Intel, II)",Canon,Canon EOS 5D,Horizontal (normal),300,300,inches,Digital Photo Professional,2015:09:17 04:05:51,,Centered,1/2500,4.0,Aperture-priority AE,1000,0221,2015:09:17 04:05:51,2015:09:17 04:05:51,"Y, Cb, Cr, -",1/2656,4.0,"Off, Did not fire",105.0 mm,Normal,Off,Fine,Off,Single,One-shot AF,Large,Manual,None,-2,+2,Partial,Not Known,Aperture-priority AE,Canon EF 24-105mm f/4L IS,105 mm,24 mm,1/mm,4,23,0,(none),0,0,n/a,Normal,Zoom,37.62 mm,24.84 mm,100,1037,10.00,4,1/2580,-2,Auto,None,0,n/a,0,0,Off,0,Camera Local Control,10,0,EOS High-end,n/a,Canon EOS 5D,Firmware Version 1.1.1,,3221300909,Ee-A,Change Parameters,Auto,Auto,AF/AE lock,Emits,1/3 Stop,Fires,On,"0,-,+/Enabled",On,Previous (top if power off),Disable,Normal,Evaluative,1st-curtain sync,Disable,Standard,With Shutter Button only,AF start,On,EOS 5D,Format 2,Off (Manual Focus),15,15,4368,2912,4368,2912,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,119 119 119 119 119 119 119 119 119 119 119 119 119 119 119,-1043 -499 0 499 1043 499 0 -499 0 -199 0 199 199 0 -199,0 249 445 249 0 -249 -445 -249 0 249 249 249 -249 -249 -249,8,(none),Off,0,0,Large,Auto,Off,0,0,EF24-105mm f/4L IS USM,½ï¿½ï¿½ï¿½,Standard,5,n/a,0,0,0,0,3000,User Def. 2,0,0,0,552 1024 1024 764,4476,2954,100,39,4467,2950,0,0,0,0,1 (1DmkIIN/5D/30D/400D),2024 1024 1024 1502,5190,2024 1024 1024 1502,5190,1894 1029 1018 1421,5190,2068 1024 1024 1526,5200,2346 1024 1024 1262,7000,2212 1024 1024 1382,6000,1573 1105 1105 2626,3200,1840 1024 1024 2212,3784,1520 1134 1134 2903,3000,2265 1024 1024 1317,6474,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,2068 1024 1024 1526,5200,3350 1024 1024 760,10900,128 128 128 128,0%,n/a,13006 23361 23156 16627,,0100,sRGB,4368,2912,R98 - DCF basic file (sRGB),0100,4368,2912,3086.925795,3091.295117,inches,Normal,Auto,Standard,JPEG (old-style),3528,3118,UCCM,2.4.0,Display Device Profile,"RGB ","XYZ ",2003:04:04 00:00:00,acsp,Microsoft Corporation,"Not Embedded, Independent",CANO,Z009,"Reflective, Glossy, Positive, Color",Perceptual,0.9642 1 0.82491,CANO,0,"(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)","(Binary data 2060 bytes, use -b option to extract)",0.43604 0.22244 0.0139,0.3851 0.71695 0.09708,0.14307 0.06062 0.71393,1.04784 0.02289 -0.05019 0.02954 0.99051 -0.01706 -0.00923 0.01508 0.75172,"Copyright (c) 2003, Canon Inc.  All rights reserved.",Canon Inc.,sRGB v1.31 (Canon),0.9642 1 0.82491,Cathode Ray Tube Display,sRGB v1.31 (Canon),4368,2912,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),4.0,Single-frame Shooting,4368x2912,24.0 - 105.0 mm,Canon EF 24-105mm f/4L IS,12.7,1.0,Aperture-priority AE,1/2500,"(Binary data 3118 bytes, use -b option to extract)",2024 1024 1024 1502,1.466797,0.030 mm,19.4 deg,105.0 mm (35 mm equivalent: 105.2 mm),91.92 m,24.0 - 105.0 mm (35 mm equivalent: 24.0 - 105.2 mm),12.0,1.976563
